Date,AMZN,KO,MSFT
2013-09-26 00:00:00-04:00,15.91,27.38,27.24
2013-09-27 00:00:00-04:00,15.8,27.14,27.65
2013-09-30 00:00:00-04:00,15.63,26.78,27.66
2013-10-01 00:00:00-04:00,16.05,26.83,27.91
2013-10-02 00:00:00-04:00,16.03,26.46,28.19
2013-10-03 00:00:00-04:00,15.74,26.27,28.14
2013-10-04 00:00:00-04:00,15.95,26.3,28.16
2013-10-07 00:00:00-04:00,15.5,26.19,27.68
2013-10-08 00:00:00-04:00,15.16,26.35,27.44
2013-10-09 00:00:00-04:00,14.91,26.21,27.49
2013-10-10 00:00:00-04:00,15.26,26.71,28.06
2013-10-11 00:00:00-04:00,15.54,26.7,28.37
2013-10-14 00:00:00-04:00,15.53,26.8,28.63
2013-10-15 00:00:00-04:00,15.32,26.62,28.67
2013-10-16 00:00:00-04:00,15.52,26.86,28.79
2013-10-17 00:00:00-04:00,15.54,27.25,29.02
2013-10-18 00:00:00-04:00,16.45,27.41,29.06
2013-10-21 00:00:00-04:00,16.32,27.44,29.08
2013-10-22 00:00:00-04:00,16.63,27.63,28.74
2013-10-23 00:00:00-04:00,16.34,27.63,28.06
2013-10-24 00:00:00-04:00,16.61,27.43,28.03
2013-10-25 00:00:00-04:00,18.17,27.59,29.7
2013-10-28 00:00:00-04:00,17.91,28.0,29.56
2013-10-29 00:00:00-04:00,18.14,28.13,29.52
2013-10-30 00:00:00-04:00,18.05,28.01,29.54
2013-10-31 00:00:00-04:00,18.2,27.97,29.43
2013-11-01 00:00:00-04:00,17.95,28.0,29.53
2013-11-04 00:00:00-05:00,17.94,27.93,29.87
2013-11-05 00:00:00-05:00,17.94,27.92,30.45
2013-11-06 00:00:00-05:00,17.81,28.31,31.73
2013-11-07 00:00:00-05:00,17.18,28.15,31.17
2013-11-08 00:00:00-05:00,17.52,28.31,31.4
2013-11-11 00:00:00-05:00,17.72,28.18,31.24
2013-11-12 00:00:00-05:00,17.48,28.19,31.05
2013-11-13 00:00:00-05:00,17.81,28.36,31.72
2013-11-14 00:00:00-05:00,18.37,28.42,31.6
2013-11-15 00:00:00-05:00,18.46,28.43,31.45
2013-11-18 00:00:00-05:00,18.31,28.39,30.92
2013-11-19 00:00:00-05:00,18.25,28.37,30.77
2013-11-20 00:00:00-05:00,18.13,28.32,31.05
2013-11-21 00:00:00-05:00,18.45,28.58,31.32
2013-11-22 00:00:00-05:00,18.62,28.58,31.46
2013-11-25 00:00:00-05:00,18.83,28.54,31.52
2013-11-26 00:00:00-05:00,19.07,28.45,31.28
2013-11-27 00:00:00-05:00,19.34,28.61,31.49
2013-11-29 00:00:00-05:00,19.68,28.61,31.93
2013-12-02 00:00:00-05:00,19.61,28.53,32.2
2013-12-03 00:00:00-05:00,19.23,28.72,32.08
2013-12-04 00:00:00-05:00,19.3,28.74,32.61
2013-12-05 00:00:00-05:00,19.22,28.35,31.82
2013-12-06 00:00:00-05:00,19.35,28.8,32.13
2013-12-09 00:00:00-05:00,19.24,28.76,32.42
2013-12-10 00:00:00-05:00,19.39,28.37,31.92
2013-12-11 00:00:00-05:00,19.11,28.56,31.5
2013-12-12 00:00:00-05:00,19.06,27.91,31.17
2013-12-13 00:00:00-05:00,19.21,27.92,30.73
2013-12-16 00:00:00-05:00,19.45,27.95,30.89
2013-12-17 00:00:00-05:00,19.38,27.83,30.58
2013-12-18 00:00:00-05:00,19.8,28.49,30.64
2013-12-19 00:00:00-05:00,19.76,28.37,30.36
2013-12-20 00:00:00-05:00,20.11,28.5,30.82
2013-12-23 00:00:00-05:00,20.15,28.59,30.67
2013-12-24 00:00:00-05:00,19.96,28.61,31.05
2013-12-26 00:00:00-05:00,20.22,28.82,31.36
2013-12-27 00:00:00-05:00,19.9,28.94,31.23
2013-12-30 00:00:00-05:00,19.67,29.25,31.23
2013-12-31 00:00:00-05:00,19.94,29.4,31.33
2014-01-02 00:00:00-05:00,19.9,28.94,31.12
2014-01-03 00:00:00-05:00,19.82,28.8,30.91
2014-01-06 00:00:00-05:00,19.68,28.66,30.26
2014-01-07 00:00:00-05:00,19.9,28.75,30.49
2014-01-08 00:00:00-05:00,20.1,28.43,29.95
2014-01-09 00:00:00-05:00,20.05,28.28,29.76
2014-01-10 00:00:00-05:00,19.88,28.56,30.18
2014-01-13 00:00:00-05:00,19.55,28.14,29.3
2014-01-14 00:00:00-05:00,19.88,28.25,29.97
2014-01-15 00:00:00-05:00,19.79,28.3,30.79
2014-01-16 00:00:00-05:00,19.79,28.27,30.89
2014-01-17 00:00:00-05:00,19.98,27.96,30.47
2014-01-21 00:00:00-05:00,20.35,28.42,30.29
2014-01-22 00:00:00-05:00,20.23,28.4,30.09
2014-01-23 00:00:00-05:00,19.99,27.93,30.2
2014-01-24 00:00:00-05:00,19.38,27.65,30.83
2014-01-27 00:00:00-05:00,19.31,27.57,30.17
2014-01-28 00:00:00-05:00,19.72,27.67,30.38
2014-01-29 00:00:00-05:00,19.21,26.98,30.7
2014-01-30 00:00:00-05:00,20.15,27.17,30.87
2014-01-31 00:00:00-05:00,17.93,26.92,31.69
2014-02-03 00:00:00-05:00,17.31,26.48,30.55
2014-02-04 00:00:00-05:00,17.4,26.68,30.44
2014-02-05 00:00:00-05:00,17.32,26.77,30.0
2014-02-06 00:00:00-05:00,17.73,27.07,30.3
2014-02-07 00:00:00-05:00,18.05,27.01,30.62
2014-02-10 00:00:00-05:00,18.04,27.45,30.82
2014-02-11 00:00:00-05:00,18.09,27.5,31.13
2014-02-12 00:00:00-05:00,17.46,27.41,31.38
2014-02-13 00:00:00-05:00,17.86,27.51,31.5
2014-02-14 00:00:00-05:00,17.87,27.71,31.51
2014-02-18 00:00:00-05:00,17.68,26.67,31.57
2014-02-19 00:00:00-05:00,17.37,26.41,31.65
2014-02-20 00:00:00-05:00,17.49,26.55,31.85
2014-02-21 00:00:00-05:00,17.34,26.47,32.05
2014-02-24 00:00:00-05:00,17.59,26.69,31.8
2014-02-25 00:00:00-05:00,17.92,26.89,31.67
2014-02-26 00:00:00-05:00,17.99,26.96,31.62
2014-02-27 00:00:00-05:00,18.01,27.1,31.94
2014-02-28 00:00:00-05:00,18.1,27.19,32.32
2014-03-03 00:00:00-05:00,17.99,27.13,31.88
2014-03-04 00:00:00-05:00,18.19,27.27,32.41
2014-03-05 00:00:00-05:00,18.62,27.3,32.16
2014-03-06 00:00:00-05:00,18.61,27.38,32.19
2014-03-07 00:00:00-05:00,18.6,27.44,31.98
2014-03-10 00:00:00-04:00,18.53,27.51,31.91
2014-03-11 00:00:00-04:00,18.44,27.62,32.08
2014-03-12 00:00:00-04:00,18.53,27.6,32.29
2014-03-13 00:00:00-04:00,18.58,27.24,31.97
2014-03-14 00:00:00-04:00,18.69,27.39,31.81
2014-03-17 00:00:00-04:00,18.75,27.46,32.11
2014-03-18 00:00:00-04:00,18.94,27.55,33.37
2014-03-19 00:00:00-04:00,18.66,27.36,33.13
2014-03-20 00:00:00-04:00,18.45,27.59,34.03
2014-03-21 00:00:00-04:00,18.03,27.58,33.89
2014-03-24 00:00:00-04:00,17.59,27.55,34.17
2014-03-25 00:00:00-04:00,17.74,27.71,34.04
2014-03-26 00:00:00-04:00,17.17,27.7,33.57
2014-03-27 00:00:00-04:00,16.92,27.85,33.21
2014-03-28 00:00:00-04:00,16.91,27.94,34.0
2014-03-31 00:00:00-04:00,16.82,27.74,34.59
2014-04-01 00:00:00-04:00,17.15,27.56,34.95
2014-04-02 00:00:00-04:00,17.1,27.5,34.89
2014-04-03 00:00:00-04:00,16.68,27.31,34.6
2014-04-04 00:00:00-04:00,16.15,27.42,33.64
2014-04-07 00:00:00-04:00,15.89,27.71,33.58
2014-04-08 00:00:00-04:00,16.35,27.91,33.6
2014-04-09 00:00:00-04:00,16.59,27.97,34.15
2014-04-10 00:00:00-04:00,15.86,27.9,33.21
2014-04-11 00:00:00-04:00,15.59,27.72,33.08
2014-04-14 00:00:00-04:00,15.8,27.79,33.06
2014-04-15 00:00:00-04:00,15.8,28.83,33.54
2014-04-16 00:00:00-04:00,16.18,29.12,34.09
2014-04-17 00:00:00-04:00,16.25,29.21,33.76
2014-04-21 00:00:00-04:00,16.54,29.24,33.7
2014-04-22 00:00:00-04:00,16.47,29.21,33.74
2014-04-23 00:00:00-04:00,16.23,29.22,33.49
2014-04-24 00:00:00-04:00,16.86,29.2,33.63
2014-04-25 00:00:00-04:00,15.19,29.42,33.67
2014-04-28 00:00:00-04:00,14.83,29.44,34.48
2014-04-29 00:00:00-04:00,15.02,29.11,34.18
2014-04-30 00:00:00-04:00,15.21,29.26,34.09
2014-05-01 00:00:00-04:00,15.39,29.26,33.75
2014-05-02 00:00:00-04:00,15.4,29.38,33.49
2014-05-05 00:00:00-04:00,15.5,29.24,33.27
2014-05-06 00:00:00-04:00,14.87,29.05,32.96
2014-05-07 00:00:00-04:00,14.64,29.35,33.26
2014-05-08 00:00:00-04:00,14.42,29.22,33.45
2014-05-09 00:00:00-04:00,14.61,29.32,33.36
2014-05-12 00:00:00-04:00,15.14,29.29,33.73
2014-05-13 00:00:00-04:00,15.23,29.49,34.35
2014-05-14 00:00:00-04:00,14.88,29.34,34.19
2014-05-15 00:00:00-04:00,14.76,29.07,33.65
2014-05-16 00:00:00-04:00,14.89,29.34,33.84
2014-05-19 00:00:00-04:00,14.84,29.21,33.78
2014-05-20 00:00:00-04:00,15.06,29.11,33.72
2014-05-21 00:00:00-04:00,15.25,29.32,34.29
2014-05-22 00:00:00-04:00,15.25,29.11,34.07
2014-05-23 00:00:00-04:00,15.61,29.11,34.09
2014-05-27 00:00:00-04:00,15.54,29.25,34.15
2014-05-28 00:00:00-04:00,15.51,29.11,34.0
2014-05-29 00:00:00-04:00,15.69,29.17,34.28
2014-05-30 00:00:00-04:00,15.63,29.35,34.79
2014-06-02 00:00:00-04:00,15.44,29.31,34.66
2014-06-03 00:00:00-04:00,15.36,29.33,34.23
2014-06-04 00:00:00-04:00,15.34,29.26,34.26
2014-06-05 00:00:00-04:00,16.18,29.34,35.02
2014-06-06 00:00:00-04:00,16.48,29.41,35.25
2014-06-09 00:00:00-04:00,16.38,29.35,35.07
2014-06-10 00:00:00-04:00,16.62,29.47,34.93
2014-06-11 00:00:00-04:00,16.76,29.31,34.72
2014-06-12 00:00:00-04:00,16.3,29.22,34.48
2014-06-13 00:00:00-04:00,16.31,29.18,35.03
2014-06-16 00:00:00-04:00,16.38,29.39,35.26
2014-06-17 00:00:00-04:00,16.28,29.58,35.42
2014-06-18 00:00:00-04:00,16.72,30.04,35.39
2014-06-19 00:00:00-04:00,16.35,30.21,35.27
2014-06-20 00:00:00-04:00,16.21,30.14,35.42
2014-06-23 00:00:00-04:00,16.36,30.16,35.68
2014-06-24 00:00:00-04:00,16.21,30.25,35.48
2014-06-25 00:00:00-04:00,16.37,30.33,35.71
2014-06-26 00:00:00-04:00,16.28,30.38,35.45
2014-06-27 00:00:00-04:00,16.23,30.5,35.9
2014-06-30 00:00:00-04:00,16.24,30.62,35.43
2014-07-01 00:00:00-04:00,16.62,30.57,35.58
2014-07-02 00:00:00-04:00,16.64,30.57,35.6
2014-07-03 00:00:00-04:00,16.87,30.53,35.52
2014-07-07 00:00:00-04:00,16.68,30.46,35.68
2014-07-08 00:00:00-04:00,16.19,30.32,35.5
2014-07-09 00:00:00-04:00,16.5,30.32,35.41
2014-07-10 00:00:00-04:00,16.4,30.55,35.42
2014-07-11 00:00:00-04:00,17.31,30.34,35.76
2014-07-14 00:00:00-04:00,17.77,30.63,35.81
2014-07-15 00:00:00-04:00,17.72,30.43,36.07
2014-07-16 00:00:00-04:00,17.8,30.45,37.46
2014-07-17 00:00:00-04:00,17.62,30.37,37.84
2014-07-18 00:00:00-04:00,17.93,30.67,37.97
2014-07-21 00:00:00-04:00,17.99,30.65,38.1
2014-07-22 00:00:00-04:00,18.04,29.77,38.09
2014-07-23 00:00:00-04:00,17.91,29.5,38.13
2014-07-24 00:00:00-04:00,17.93,29.61,37.73
2014-07-25 00:00:00-04:00,16.2,29.64,37.81
2014-07-28 00:00:00-04:00,16.02,29.41,37.36
2014-07-29 00:00:00-04:00,16.0,29.17,37.29
2014-07-30 00:00:00-04:00,16.13,28.64,37.03
2014-07-31 00:00:00-04:00,15.65,28.4,36.67
2014-08-01 00:00:00-04:00,15.35,28.4,36.42
2014-08-04 00:00:00-04:00,15.68,28.48,36.85
2014-08-05 00:00:00-04:00,15.62,28.32,36.61
2014-08-06 00:00:00-04:00,15.69,28.86,36.32
2014-08-07 00:00:00-04:00,15.57,28.44,36.73
2014-08-08 00:00:00-04:00,15.84,28.52,36.71
2014-08-11 00:00:00-04:00,15.92,28.6,36.71
2014-08-12 00:00:00-04:00,15.97,28.68,36.98
2014-08-13 00:00:00-04:00,16.31,28.87,37.46
2014-08-14 00:00:00-04:00,16.66,29.04,37.62
2014-08-15 00:00:00-04:00,16.68,29.55,38.06
2014-08-18 00:00:00-04:00,16.73,29.89,38.33
2014-08-19 00:00:00-04:00,16.76,29.82,38.76
2014-08-20 00:00:00-04:00,16.79,29.82,38.43
2014-08-21 00:00:00-04:00,16.65,29.93,38.66
2014-08-22 00:00:00-04:00,16.58,29.72,38.6
2014-08-25 00:00:00-04:00,16.7,29.93,38.62
2014-08-26 00:00:00-04:00,17.09,30.07,38.48
2014-08-27 00:00:00-04:00,17.16,30.07,38.36
2014-08-28 00:00:00-04:00,17.0,30.09,38.37
2014-08-29 00:00:00-04:00,16.95,30.16,38.84
2014-09-02 00:00:00-04:00,17.12,30.1,38.55
2014-09-03 00:00:00-04:00,16.95,30.2,38.44
2014-09-04 00:00:00-04:00,17.3,30.27,38.7
2014-09-05 00:00:00-04:00,17.32,30.24,39.25
2014-09-08 00:00:00-04:00,17.12,30.2,39.73
2014-09-09 00:00:00-04:00,16.49,30.32,39.98
2014-09-10 00:00:00-04:00,16.57,30.48,40.05
2014-09-11 00:00:00-04:00,16.53,30.54,40.19
2014-09-12 00:00:00-04:00,16.56,30.19,39.93
2014-09-15 00:00:00-04:00,16.19,30.22,39.54
2014-09-16 00:00:00-04:00,16.39,30.32,39.98
2014-09-17 00:00:00-04:00,16.2,30.3,39.78
2014-09-18 00:00:00-04:00,16.25,30.43,39.91
2014-09-19 00:00:00-04:00,16.57,30.62,40.63
2014-09-22 00:00:00-04:00,16.23,30.74,40.24
2014-09-23 00:00:00-04:00,16.18,30.5,39.81
2014-09-24 00:00:00-04:00,16.41,30.78,40.25
2014-09-25 00:00:00-04:00,16.1,30.42,39.37
2014-09-26 00:00:00-04:00,16.16,30.73,39.68
2014-09-29 00:00:00-04:00,16.09,30.76,39.71
2014-09-30 00:00:00-04:00,16.12,31.06,39.64
2014-10-01 00:00:00-04:00,15.87,31.12,39.25
2014-10-02 00:00:00-04:00,15.92,31.06,39.13
2014-10-03 00:00:00-04:00,16.14,31.31,39.41
2014-10-06 00:00:00-04:00,16.11,31.75,39.41
2014-10-07 00:00:00-04:00,15.85,31.98,38.93
2014-10-08 00:00:00-04:00,16.14,32.44,40.0
2014-10-09 00:00:00-04:00,15.77,31.94,39.2
2014-10-10 00:00:00-04:00,15.57,32.38,37.65
2014-10-13 00:00:00-04:00,15.32,32.09,37.32
2014-10-14 00:00:00-04:00,15.42,31.77,37.39
2014-10-15 00:00:00-04:00,15.3,31.48,36.95
2014-10-16 00:00:00-04:00,15.14,30.99,36.54
2014-10-17 00:00:00-04:00,15.18,31.22,37.3
2014-10-20 00:00:00-04:00,15.31,31.52,37.69
2014-10-21 00:00:00-04:00,15.77,29.62,38.37
2014-10-22 00:00:00-04:00,15.65,29.58,37.95
2014-10-23 00:00:00-04:00,15.66,29.75,38.49
2014-10-24 00:00:00-04:00,14.35,29.87,39.44
2014-10-27 00:00:00-04:00,14.5,29.68,39.25
2014-10-28 00:00:00-04:00,14.78,29.53,39.75
2014-10-29 00:00:00-04:00,14.71,29.82,39.86
2014-10-30 00:00:00-04:00,14.95,30.14,39.37
2014-10-31 00:00:00-04:00,15.27,30.49,40.14
2014-11-03 00:00:00-05:00,15.29,30.44,40.56
2014-11-04 00:00:00-05:00,15.14,30.45,40.67
2014-11-05 00:00:00-05:00,14.83,30.81,40.92
2014-11-06 00:00:00-05:00,14.83,30.79,41.64
2014-11-07 00:00:00-05:00,14.99,30.81,41.62
2014-11-10 00:00:00-05:00,15.26,30.86,41.8
2014-11-11 00:00:00-05:00,15.6,30.95,41.78
2014-11-12 00:00:00-05:00,15.58,31.1,41.71
2014-11-13 00:00:00-05:00,15.82,31.16,42.42
2014-11-14 00:00:00-05:00,16.39,31.11,42.39
2014-11-17 00:00:00-05:00,16.15,31.25,42.29
2014-11-18 00:00:00-05:00,16.25,31.69,41.94
2014-11-19 00:00:00-05:00,16.33,32.2,41.49
2014-11-20 00:00:00-05:00,16.53,32.22,41.9
2014-11-21 00:00:00-05:00,16.63,32.4,41.28
2014-11-24 00:00:00-05:00,16.78,32.23,40.95
2014-11-25 00:00:00-05:00,16.75,32.35,40.84
2014-11-26 00:00:00-05:00,16.68,32.47,41.08
2014-11-28 00:00:00-05:00,16.93,32.87,41.14
2014-12-01 00:00:00-05:00,16.3,32.66,41.83
2014-12-02 00:00:00-05:00,16.32,32.65,41.7
2014-12-03 00:00:00-05:00,15.82,32.11,41.37
2014-12-04 00:00:00-05:00,15.85,31.89,42.02
2014-12-05 00:00:00-05:00,15.63,31.91,41.66
2014-12-08 00:00:00-05:00,15.33,31.63,41.04
2014-12-09 00:00:00-05:00,15.62,30.82,40.95
2014-12-10 00:00:00-05:00,15.29,30.5,40.35
2014-12-11 00:00:00-05:00,15.37,30.45,40.59
2014-12-12 00:00:00-05:00,15.37,29.99,40.4
2014-12-15 00:00:00-05:00,15.3,29.74,40.16
2014-12-16 00:00:00-05:00,14.75,29.61,38.86
2014-12-17 00:00:00-05:00,14.94,30.46,39.36
2014-12-18 00:00:00-05:00,14.89,31.08,40.89
2014-12-19 00:00:00-05:00,14.99,30.76,41.01
2014-12-22 00:00:00-05:00,15.33,31.05,41.28
2014-12-23 00:00:00-05:00,15.31,31.5,41.69
2014-12-24 00:00:00-05:00,15.15,31.48,41.42
2014-12-26 00:00:00-05:00,15.45,31.5,41.2
2014-12-29 00:00:00-05:00,15.6,31.42,40.83
2014-12-30 00:00:00-05:00,15.52,31.35,40.46
2014-12-31 00:00:00-05:00,15.52,30.95,39.97
2015-01-02 00:00:00-05:00,15.43,30.89,40.23
2015-01-05 00:00:00-05:00,15.11,30.89,39.86
2015-01-06 00:00:00-05:00,14.76,31.13,39.28
2015-01-07 00:00:00-05:00,14.92,31.52,39.78
2015-01-08 00:00:00-05:00,15.02,31.9,40.95
2015-01-09 00:00:00-05:00,14.85,31.55,40.6
2015-01-12 00:00:00-05:00,14.57,31.26,40.1
2015-01-13 00:00:00-05:00,14.74,31.25,39.89
2015-01-14 00:00:00-05:00,14.66,31.2,39.54
2015-01-15 00:00:00-05:00,14.35,31.07,39.13
2015-01-16 00:00:00-05:00,14.54,31.18,39.79
2015-01-20 00:00:00-05:00,14.47,31.64,39.91
2015-01-21 00:00:00-05:00,14.86,31.79,39.51
2015-01-22 00:00:00-05:00,15.52,32.1,40.55
2015-01-23 00:00:00-05:00,15.62,31.75,40.59
2015-01-26 00:00:00-05:00,15.48,31.53,40.45
2015-01-27 00:00:00-05:00,15.34,31.08,36.71
2015-01-28 00:00:00-05:00,15.2,30.73,35.44
2015-01-29 00:00:00-05:00,15.59,30.87,36.15
2015-01-30 00:00:00-05:00,17.73,30.18,34.76
2015-02-02 00:00:00-05:00,18.22,30.49,35.52
2015-02-03 00:00:00-05:00,18.18,30.52,35.79
2015-02-04 00:00:00-05:00,18.24,30.56,36.0
2015-02-05 00:00:00-05:00,18.69,30.64,36.52
2015-02-06 00:00:00-05:00,18.71,30.39,36.49
2015-02-09 00:00:00-05:00,18.53,30.23,36.45
2015-02-10 00:00:00-05:00,18.65,31.09,36.65
2015-02-11 00:00:00-05:00,18.76,31.06,36.46
2015-02-12 00:00:00-05:00,18.86,30.92,37.08
2015-02-13 00:00:00-05:00,19.09,30.78,37.75
2015-02-17 00:00:00-05:00,18.77,30.65,37.76
2015-02-18 00:00:00-05:00,18.67,30.59,37.72
2015-02-19 00:00:00-05:00,18.95,30.87,37.69
2015-02-20 00:00:00-05:00,19.18,30.77,38.01
2015-02-23 00:00:00-05:00,19.01,30.68,38.26
2015-02-24 00:00:00-05:00,18.93,30.89,38.21
2015-02-25 00:00:00-05:00,19.27,30.83,38.12
2015-02-26 00:00:00-05:00,19.24,31.13,38.18
2015-02-27 00:00:00-05:00,19.01,31.75,38.0
2015-03-02 00:00:00-05:00,19.28,31.67,38.02
2015-03-03 00:00:00-05:00,19.23,31.49,37.5
2015-03-04 00:00:00-05:00,19.14,31.16,37.31
2015-03-05 00:00:00-05:00,19.39,31.09,37.36
2015-03-06 00:00:00-05:00,19.0,30.44,36.71
2015-03-09 00:00:00-04:00,18.93,30.34,37.13
2015-03-10 00:00:00-04:00,18.48,29.83,36.42
2015-03-11 00:00:00-04:00,18.32,29.4,36.38
2015-03-12 00:00:00-04:00,18.71,29.99,35.55
2015-03-13 00:00:00-04:00,18.53,29.5,35.86
2015-03-16 00:00:00-04:00,18.67,29.78,36.01
2015-03-17 00:00:00-04:00,18.6,29.95,36.13
2015-03-18 00:00:00-04:00,18.76,30.01,36.83
2015-03-19 00:00:00-04:00,18.66,29.58,36.65
2015-03-20 00:00:00-04:00,18.92,30.05,37.16
2015-03-23 00:00:00-04:00,18.76,30.03,37.14
2015-03-24 00:00:00-04:00,18.7,29.92,37.17
2015-03-25 00:00:00-04:00,18.55,29.9,35.93
2015-03-26 00:00:00-04:00,18.37,29.83,35.71
2015-03-27 00:00:00-04:00,18.53,29.63,35.5
2015-03-30 00:00:00-04:00,18.73,29.95,35.49
2015-03-31 00:00:00-04:00,18.6,29.98,35.23
2015-04-01 00:00:00-04:00,18.51,30.07,35.29
2015-04-02 00:00:00-04:00,18.61,30.07,34.91
2015-04-06 00:00:00-04:00,18.85,30.43,36.0
2015-04-07 00:00:00-04:00,18.72,30.32,35.99
2015-04-08 00:00:00-04:00,19.06,30.23,35.89
2015-04-09 00:00:00-04:00,19.18,30.35,35.94
2015-04-10 00:00:00-04:00,19.13,30.22,36.15
2015-04-13 00:00:00-04:00,19.12,30.09,36.19
2015-04-14 00:00:00-04:00,19.26,29.95,36.09
2015-04-15 00:00:00-04:00,19.17,29.86,36.62
2015-04-16 00:00:00-04:00,19.3,30.01,36.53
2015-04-17 00:00:00-04:00,18.78,29.79,36.07
2015-04-20 00:00:00-04:00,19.48,30.06,37.18
2015-04-21 00:00:00-04:00,19.56,30.15,36.95
2015-04-22 00:00:00-04:00,19.49,30.54,37.25
2015-04-23 00:00:00-04:00,19.5,30.27,37.56
2015-04-24 00:00:00-04:00,22.25,30.23,41.48
2015-04-27 00:00:00-04:00,21.93,30.18,41.62
2015-04-28 00:00:00-04:00,21.47,30.14,42.6
2015-04-29 00:00:00-04:00,21.47,29.93,42.51
2015-04-30 00:00:00-04:00,21.09,29.98,42.15
2015-05-01 00:00:00-04:00,21.14,30.24,42.17
2015-05-04 00:00:00-04:00,21.15,30.28,41.8
2015-05-05 00:00:00-04:00,21.06,30.12,41.25
2015-05-06 00:00:00-04:00,20.95,30.06,40.1
2015-05-07 00:00:00-04:00,21.34,30.09,40.47
2015-05-08 00:00:00-04:00,21.68,30.29,41.38
2015-05-11 00:00:00-04:00,21.64,30.26,41.05
2015-05-12 00:00:00-04:00,21.55,30.08,41.03
2015-05-13 00:00:00-04:00,21.34,30.35,41.27
2015-05-14 00:00:00-04:00,21.61,30.68,42.22
2015-05-15 00:00:00-04:00,21.3,30.69,41.85
2015-05-18 00:00:00-04:00,21.26,30.54,41.6
2015-05-19 00:00:00-04:00,21.09,30.54,41.5
2015-05-20 00:00:00-04:00,21.19,30.57,41.5
2015-05-21 00:00:00-04:00,21.58,30.48,41.36
2015-05-22 00:00:00-04:00,21.38,30.46,40.9
2015-05-26 00:00:00-04:00,21.27,30.3,40.63
2015-05-27 00:00:00-04:00,21.57,30.4,41.52
2015-05-28 00:00:00-04:00,21.33,30.41,41.38
2015-05-29 00:00:00-04:00,21.46,30.28,40.87
2015-06-01 00:00:00-04:00,21.55,30.26,41.19
2015-06-02 00:00:00-04:00,21.55,30.3,40.92
2015-06-03 00:00:00-04:00,21.83,30.21,40.86
2015-06-04 00:00:00-04:00,21.54,30.01,40.43
2015-06-05 00:00:00-04:00,21.35,29.64,40.24
2015-06-08 00:00:00-04:00,21.17,29.69,39.88
2015-06-09 00:00:00-04:00,21.27,29.72,39.81
2015-06-10 00:00:00-04:00,21.54,29.81,40.65
2015-06-11 00:00:00-04:00,21.65,29.89,40.5
2015-06-12 00:00:00-04:00,21.5,29.78,40.09
2015-06-15 00:00:00-04:00,21.18,29.51,39.67
2015-06-16 00:00:00-04:00,21.36,29.87,39.97
2015-06-17 00:00:00-04:00,21.39,30.01,40.09
2015-06-18 00:00:00-04:00,21.97,30.3,40.75
2015-06-19 00:00:00-04:00,21.75,30.11,40.21
2015-06-22 00:00:00-04:00,21.81,30.17,40.32
2015-06-23 00:00:00-04:00,22.3,30.1,40.04
2015-06-24 00:00:00-04:00,22.04,29.95,39.81
2015-06-25 00:00:00-04:00,22.0,29.83,39.81
2015-06-26 00:00:00-04:00,21.91,29.81,39.47
2015-06-29 00:00:00-04:00,21.49,29.37,38.7
2015-06-30 00:00:00-04:00,21.7,29.24,38.51
2015-07-01 00:00:00-04:00,21.87,29.44,38.77
2015-07-02 00:00:00-04:00,21.89,29.43,38.72
2015-07-06 00:00:00-04:00,21.8,29.38,38.72
2015-07-07 00:00:00-04:00,21.84,30.0,38.64
2015-07-08 00:00:00-04:00,21.49,29.71,38.58
2015-07-09 00:00:00-04:00,21.72,29.75,38.83
2015-07-10 00:00:00-04:00,22.18,30.1,38.91
2015-07-13 00:00:00-04:00,22.78,30.3,39.72
2015-07-14 00:00:00-04:00,23.28,30.69,39.79
2015-07-15 00:00:00-04:00,23.06,30.66,39.91
2015-07-16 00:00:00-04:00,23.77,30.92,40.7
2015-07-17 00:00:00-04:00,24.15,30.74,40.66
2015-07-20 00:00:00-04:00,24.41,30.84,40.92
2015-07-21 00:00:00-04:00,24.4,30.7,41.24
2015-07-22 00:00:00-04:00,24.41,30.48,39.72
2015-07-23 00:00:00-04:00,24.11,30.44,40.22
2015-07-24 00:00:00-04:00,26.47,30.14,40.07
2015-07-27 00:00:00-04:00,26.57,30.22,39.55
2015-07-28 00:00:00-04:00,26.3,30.22,39.54
2015-07-29 00:00:00-04:00,26.45,30.25,40.37
2015-07-30 00:00:00-04:00,26.84,30.23,40.89
2015-07-31 00:00:00-04:00,26.81,30.62,40.73
2015-08-03 00:00:00-04:00,26.75,30.96,40.83
2015-08-04 00:00:00-04:00,26.59,31.19,41.46
2015-08-05 00:00:00-04:00,26.85,31.39,41.5
2015-08-06 00:00:00-04:00,26.47,31.24,40.66
2015-08-07 00:00:00-04:00,26.13,31.13,40.77
2015-08-10 00:00:00-04:00,26.2,31.07,41.28
2015-08-11 00:00:00-04:00,26.37,30.92,40.48
2015-08-12 00:00:00-04:00,26.3,30.75,40.77
2015-08-13 00:00:00-04:00,26.48,30.63,40.76
2015-08-14 00:00:00-04:00,26.58,30.74,40.99
2015-08-17 00:00:00-04:00,26.76,30.82,41.27
2015-08-18 00:00:00-04:00,26.75,30.78,41.5
2015-08-19 00:00:00-04:00,26.65,30.39,40.92
2015-08-20 00:00:00-04:00,25.79,30.22,40.09
2015-08-21 00:00:00-04:00,24.72,29.46,37.81
2015-08-24 00:00:00-04:00,23.17,28.61,36.59
2015-08-25 00:00:00-04:00,23.32,28.31,35.53
